CHEMBL ID,AlogP,Smiles,Standard Value,Standard Units
CHEMBL592153,9.7,CCCCCCCCCCCCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,1350,nM
CHEMBL1828863,1.26,Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1510,nM
CHEMBL3962233,6.35,COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(Cl)cc4)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,1,nM
CHEMBL3965994,7.26,COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(Cl)cc4)cc3)ncnc2cc1OCc1ccccc1,10000,nM
CHEMBL525725,5.1,COc1ccc(/N=C/c2c(N)ncnc2Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)cc1,49,nM
CHEMBL679,0.35,CNC[C@H](O)c1ccc(O)c(O)c1,,
CHEMBL4549667,3.12,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,1000,nM
CHEMBL902,-0.77,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,,
CHEMBL939,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1,nM
CHEMBL553,3.41,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,2,nM
CHEMBL2381510,4.01,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCOCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,101,nM
CHEMBL2381507,4.39,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,99,nM
CHEMBL1229592,4.55,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,3.2,nM
CHEMBL169757,3.67,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,500,nM
CHEMBL939,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,76,nM
CHEMBL3352869,6.11,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,1.3,nM
CHEMBL3357643,4.3,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCOCC1,0.53,nM
CHEMBL1201179,6.14,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,10,nM
CHEMBL939,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1,nM
CHEMBL1683949,4.9,Cc1cc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncn1,1100,nM
CHEMBL2381515,3.96,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,13,nM
CHEMBL57690,3.28,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,100000,nM
CHEMBL332938,3.25,COc1ccc2ncnc(NCc3ccccc3)c2c1,200,nM
CHEMBL443523,4.26,C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,14,nM
CHEMBL3941197,3.03,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCC(=O)NO)cc23)c1,100,nM
CHEMBL3922584,3.05,O=C(COc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)NO,100,nM
CHEMBL604094,5,O=C(CCCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)NO,100,nM
CHEMBL3979482,3.02,C#Cc1cccc(Nc2ncnc3ccc(OCCCC(=O)NO)cc23)c1,100,nM
CHEMBL596761,4.09,COc1cc2ncnc(NCc3ccccc3)c2cc1OCCCCCCC(=O)NO,100,nM
CHEMBL3953871,4.94,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)Nc1ccc(C(=O)NO)cc1,100,nM
CHEMBL3892811,4.88,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCN(O)C(N)=O,100,nM
CHEMBL597551,3.45,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCC(=O)NO,100,nM
CHEMBL597752,3.84,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCC(=O)NO,100,nM
CHEMBL3896110,2.25,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCC(=O)NO)cc23)c1,100,nM
CHEMBL3915273,3.41,C#Cc1cccc(Nc2ncnc3ccc(OCCCCC(=O)NO)cc23)c1,100,nM
CHEMBL2309506,4.79,COc1cc2ncnc(N[C@H](C)c3ccc(F)cc3)c2cc1OCCCCCCC(=O)NO,100,nM
CHEMBL3916142,4.68,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCOc1ccc(CC(=O)NO)cc1,100,nM
CHEMBL2385543,6.82,O=C1c2oc(-c3ccc(Cl)cc3)cc2Cc2cc(N3CCNCC3)ccc2N1Cc1ccccc1-c1cccnc1,30000,nM
CHEMBL1683954,6.38,Fc1cccc(COc2ccc(Nc3cc(Oc4ccccc4)ncn3)cc2Cl)c1,10000,nM
CHEMBL1683963,4.75,C/C(=C\c1c(C)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1)C(=O)NCCN1CCOCC1,28,nM
CHEMBL1683965,4.66,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C(\F)C(=O)NCCN1CCOCC1,18,nM
CHEMBL1683969,5.37,CCN1CCN(C(=O)/C(F)=C/c2c(C)ncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)CC1,156,nM
CHEMBL1683973,6.13,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCCN1CCCC1,11,nM
CHEMBL285063,4.26,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.3,nM
CHEMBL315546,2.46,O=CN1CCN(c2ccc(/C=C3\C(=O)Nc4ccccc43)cc2)CC1,100000,nM
CHEMBL316009,2.92,COC(=O)CCc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,100000,nM
CHEMBL2381515,3.96,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,68,nM
CHEMBL86943,3.3,CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,100000,nM
CHEMBL4762397,5.63,C=CC(=O)N(C)Cc1c[nH]c2ncnc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)c12,10000,nM
CHEMBL31326,6.08,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1SCCCN(CC)CC,0.78,nM
CHEMBL31326,6.08,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1SCCCN(CC)CC,196,nM
CHEMBL281543,4.34,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1CCCCN1CCOCC1,2.7,nM
CHEMBL284326,3.7,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,6.6,nM
CHEMBL3938494,6,COc1cc2c(Nc3ccc(NC(=O)Nc4ccccc4C)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,15,nM
CHEMBL331026,2.96,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,35000,nM
CHEMBL2221249,None,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,1500,nM
CHEMBL178,1.03,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,
CHEMBL327725,-0.57,CC(O)C(/N=C1/C=C(O)/C(=N\C(C(=O)O)C(C)O)C=C1O)C(=O)O,44000,nM
CHEMBL77100,3.23,CCCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,4800,nM
CHEMBL601719,5.04,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1000,nM
CHEMBL2403108,6.36,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,1000,nM
CHEMBL347161,7.37,Cn1c(SSc2c(C(=O)Nc3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)Nc2ccc(C(=O)O)cc2)c2ccccc21,16900,nM
CHEMBL280757,4.4,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,2.7,nM
CHEMBL4207951,1.96,C=CC(=O)N1C[C@@H]2CN(c3nc(Nc4cnn(C)c4)c4ncn(C(C)C)c4n3)C[C@@H]2C1,805,nM
CHEMBL3608429,1.71,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@H]1F,178,nM
CHEMBL3608432,2.02,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3C)c3ncn(C(C)C)c3n2)C[C@H]1F,1450,nM
CHEMBL4213400,2.99,CC(C)C(CO)Nc1nc(Nc2ccc(N3CCNCC3)cc2)c2ncn(C(C)C)c2n1,78,nM
CHEMBL3608429,1.71,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@H]1F,7,nM
CHEMBL4208829,1.9,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)(C)C)c3n2)C[C@H]1F,17,nM
CHEMBL4216679,1.72,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,1,nM
CHEMBL4218154,2.28,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3CC)c3ncn(C(C)C)c3n2)C[C@H]1F,3,nM
CHEMBL3655347,4.54,CC(C)N(C)C/C=C/C(=O)N1CCc2c(oc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,1,nM
CHEMBL280998,1.1,Oc1ccccc1O,26043,nM
CHEMBL491083,4.39,C=CC(=O)C(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.1698,nM
CHEMBL491085,4.82,C/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.5495,nM
CHEMBL507827,5.37,O=C(/C=C/C(F)(F)F)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.738,nM
CHEMBL509914,5.36,O=C(/C=C/c1ccccc1)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.12,nM
CHEMBL517127,5.09,C=CC(=O)C(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,3.311,nM
CHEMBL460743,3.27,CN(C)CCCNC(=O)/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.096,nM
CHEMBL460735,2.89,C=CC(=O)NC1=CC=C2N=CN=C(Nc3cccc(Cl)c3)C21,1.585,nM
CHEMBL521572,2.81,OCC(O)CN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,1.585,nM
CHEMBL341319,2.96,CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,2.57,nM
CHEMBL338215,3.83,Cc1cccc(Nc2ncnc3cc(NCCCCN(C)C)ncc23)c1,5.37,nM
CHEMBL341522,3.13,Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1,5.623,nM
CHEMBL516979,3.78,COC[C@H]1Oc2cc3ncnc(Nc4cccc(I)c4)c3cc2O[C@@H]1COC,1.66,nM
CHEMBL460736,3.44,CN(N)C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ccnc2cn1,8.6,nM
CHEMBL517130,3.48,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN(C)[C@H](C)C(N)=O,9,nM
CHEMBL474538,5.79,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3cccc4ccccc34)[nH]c2n1,50000,nM
CHEMBL472943,5.22,COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C,5220,nM
CHEMBL56802,3.7,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,4.6,nM
CHEMBL3939429,4.51,COc1ccc(-c2cc3c(NCc4ccccc4)ncnc3o2)cc1,74,nM
CHEMBL3960853,4.81,C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN4CCOCC4)cc3)cc12)c1ccccc1,1.1,nM
CHEMBL553,3.41,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,87,nM
CHEMBL3655338,4.37,CC(C)(CN1CCOCC1)NC/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,1,nM
CHEMBL3655348,4.71,CN(C)C/C=C/C(=O)N1CCc2c(sc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c23)C1,10,nM
CHEMBL3655353,5.38,N#Cc1cnc2sc3c(c2c1Nc1ccc(Cl)c(Cl)c1)CCN(C(=O)/C=C/CN1CCCOCC1)C3,4.3,nM
CHEMBL3699613,6.56,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,650,nM
CHEMBL461781,5.85,FC(F)(F)c1ccc(-n2cnnc2SCc2nc(COc3c(Cl)cccc3Cl)no2)cc1,6300,nM
CHEMBL274654,3.14,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,20000,nM
CHEMBL2031297,4.03,CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.28,nM
CHEMBL3740247,6.58,CC(=O)c1nn(-c2ccc(C)cc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1,9190,nM
CHEMBL3740131,6.25,CCOC(=O)c1nn(-c2ccccc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1,3220,nM
CHEMBL3741069,7.74,Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1C(=O)c1cn(-c2ccccc2)nc1-c1ccccc1,2560,nM
CHEMBL511839,3.22,NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4ccccc4)c3s2)cc1,82,nM
CHEMBL470219,5.96,Fc1ccc(Nc2ncnc3nc(Nc4ccc(CN5CCCC5)cc4)sc23)cc1Cl,4,nM
CHEMBL4293734,5.2,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N(C)C)CC1,6.3,nM
CHEMBL4277911,5.06,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(CC)CCN(C)C,25.4,nM
CHEMBL4293126,5.06,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC)cc1N(C)CCN(C)C,0.8,nM
CHEMBL571040,4.31,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,13,nM
CHEMBL567197,4.77,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)O[C@H]1CC[C@@](C)(N)CC1,19,nM
CHEMBL29197,4.15,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,0.025,nM
CHEMBL3797480,3.78,CCCCC(=O)Nc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N/O)C(=O)N2,10000,nM
CHEMBL990,5.77,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,,
CHEMBL493,3.19,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,,
CHEMBL489111,3.75,C=CC(=O)Nc1cc2c(Cc3cccc(C)c3)ncnc2cc1OCCCN1CCOCC1,1.514,nM
CHEMBL31184,5.74,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,,
CHEMBL470218,5.47,CN(C)CCc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,13,nM
CHEMBL515082,5.86,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,7.943,nM
CHEMBL3985011,7.55,CN(C)CCOc1cccc(Nc2nccc(-c3c(-c4cccc(C(=O)Nc5cc(C(F)(F)F)ccc5F)c4)nc4ccccn34)n2)c1,1000,nM
CHEMBL3975048,8.5,COc1c(Nc2nccc(-c3c(-c4cccc(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)ccc(N2CCC(N3CCCCC3)CC2)c1C,100,nM
CHEMBL507714,6.29,COc1cc(N2CCC(N3CCN(S(C)(=O)=O)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,100,nM
CHEMBL523122,3.47,COCCOc1cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c2cc1NC(=O)[C@@H]1CCCN1,7130,nM
CHEMBL3973792,6.77,CCOc1ccc(-c2nc3ccccn3c2-c2ccnc(Nc3ccc(N4CCC(N5CCN(CCS(C)(=O)=O)CC5)CC4)cc3OC)n2)cc1C(=O)Nc1c(F)cccc1F,1000,nM
CHEMBL3967622,6.58,COc1cc(N2CCOCC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,100,nM
CHEMBL3922419,7.76,COc1cc(N2CCC(N3CCSCC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,100,nM
CHEMBL3930437,6.73,COc1cc(N2CCC(N3CCN4CCOC[C@@H]4C3)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,1000,nM
CHEMBL3898780,8.35,COc1cc(C2CCN(C3CCN(CCF)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,100,nM
CHEMBL3894261,6.3,CCOc1cc(N2CCN(CCS(C)(=O)=O)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,100,nM
CHEMBL3945814,7.67,CCCN1CCN(c2ccc(Nc3nccc(-c4c(-c5ccc(OC)c(C(=O)Nc6c(F)cccc6F)c5)nc5ccccn45)n3)c(OCC)c2)CC1,1000,nM
CHEMBL3896493,9.04,CCCN1CCC(c2cc(OC)c(Nc3nccc(-c4c(-c5ccc(OCC)c(C(=O)Nc6c(F)cccc6F)c5)nc5ccccn45)n3)cc2C)CC1,1000,nM
CHEMBL3960482,6.7,COc1cc(N2CCC[C@@H](O)C2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,100,nM
CHEMBL3952960,7.44,COc1cc(N2CCC(N3CCN(CCF)CC3)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3cc(F)ccn23)n1,1000,nM
CHEMBL3986972,7.64,CCOc1cc(N2CCC(N3CCN(S(C)(=O)=O)CC3)CC2)c(CC)cc1Nc1nccc(-c2c(-c3ccc(OCC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,1000,nM
CHEMBL3909461,7.96,CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(CCS(C)(=O)=O)CC1,1000,nM
CHEMBL3979973,7.85,COc1cc(N2CCC(CCS(C)(=O)=O)CC2)c(C)cc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3cc(F)ccn23)n1,1000,nM
CHEMBL1642294,2.94,Cc1ccc(-c2cn(C3CCCCC3=O)nn2)cc1,100000,nM
CHEMBL3895468,4.64,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC12COCC1C2,0.37,nM
CHEMBL939,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,2.1,nM
CHEMBL3671563,3.82,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)N1CCOCC1,36,nM
CHEMBL3671581,3.81,C=CC(=O)Nc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCNC(C)=O,18,nM
CHEMBL3676349,3.81,C=CC(=O)Nc1cc2c(Nc3cc(OC)c(Cl)cc3F)ncnc2cc1OCCNC(C)=O,80,nM
CHEMBL3676380,2.82,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(CO)N(C)C,126,nM
CHEMBL3676382,3.23,C=CC(=O)Nc1cc2c(Nc3cc(OC)c(Cl)cc3OC)ncnc2cc1OCCNC(=O)CN(C)C,14,nM
CHEMBL69378,3.69,c1cc(-c2cnc3cc4c(cc3c2)OCO4)cs1,20000,nM
CHEMBL128468,3.81,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,0.28,nM
CHEMBL83837,4.9,COC(=O)Cc1c(SSc2c(CC(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,33000,nM
CHEMBL136511,4.02,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.7,nM
CHEMBL2031304,5.38,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1,0.51,nM
CHEMBL2031313,5.54,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1,37.5,nM
CHEMBL3647418,6.12,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1,3,nM
CHEMBL3622645,3.58,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,57,nM
CHEMBL3671489,4.49,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCNC(=O)NCC,11,nM
CHEMBL3671496,4.1,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)NCC,2,nM
CHEMBL3671498,3.46,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CN(C)C,2,nM
CHEMBL3671508,3.87,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=S)NC,98,nM
CHEMBL3671518,2.89,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CO,32,nM
CHEMBL3671534,3.24,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CCN,258,nM
CHEMBL3671539,3.28,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CCO,89,nM
CHEMBL3671540,2.83,C=CC(=O)Nc1cc2c(Nc3ccc(F)cc3F)ncnc2cc1OCCNC(=O)CN(C)C,156,nM
CHEMBL3671554,4.35,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCNCC(C)=O,26,nM
CHEMBL3671555,4.88,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(C)NC(=O)NCCC,29,nM
CHEMBL3671583,4.79,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3C(F)(F)F)ncnc2cc1OCCNC(C)=O,456,nM
CHEMBL4293051,3.15,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,2,nM
CHEMBL93262,3.5,COc1cc(Nc2c(C#N)cnc3cc4[nH]c(NCCN5CCOCC5)nc4cc23)cc(OC)c1OC,1000,nM
CHEMBL166766,3.41,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC1,730,nM
CHEMBL10,4.68,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,96000,nM
CHEMBL416611,3.44,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,48.98,nM
CHEMBL109212,5.41,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCC,416.87,nM
CHEMBL114496,4.59,COc1cc2ncc(C#N)c(Nc3cccc(SC)c3)c2cc1OC,758.58,nM
CHEMBL109625,4.99,COc1cc2ncc(C#N)c(Nc3cccc(C(C)C)c3)c2cc1OC,61659.5,nM
CHEMBL111688,5.03,COc1cc2ncc(C#N)c(Nc3ccc(F)c(C(F)(F)F)c3)c2cc1OC,158.49,nM
CHEMBL111443,5.02,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,21379.62,nM
CHEMBL110065,5.02,CCOc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,33113.11,nM
CHEMBL327023,4.6,N#Cc1cnc2ccc(NC(=O)C#CCN3CCSCC3)cc2c1Nc1cccc(Br)c1,549.54,nM
CHEMBL1821864,7.55,Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Br)cc3)C2)cc1C,1840,nM
CHEMBL1821868,6.69,Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc([N+](=O)[O-])cc3)C2)cc1C,3850,nM
CHEMBL1821874,7.14,Cc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(O)cc3)C2)cc1C,970,nM
